개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
인제야구장,야구장,야구장,연중무휴,9:00,22:00,9:00,22:00,Y,"2000","26000",,방문.전화,,강원도 인제군 인제읍 가넷고개길 346-31,,강원도 인제군청,033-460-2281,38.05133014,128.1632687,2020/07/21,"4330000",강원도 인제군
인제천연잔디구장,잔디구장,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"1200","7140",,방문.전화,,강원도 인제군 인제읍 비봉로44번길 113,,강원도 인제군청,033-460-2281,38.0579851,128.1654957,2020/07/21,"4330000",강원도 인제군
인제게이트볼장,게이트볼,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"200","624",,방문.전화,,강원도 인제군 인제읍 인제로240번길 30,,강원도 인제군청,033-460-2281,38.0688989,128.1778073,2020/07/21,"4330000",강원도 인제군
인제실내테니스장,테니스,테니스장,연중무휴,9:00,22:00,9:00,22:00,Y,"300","1290",,방문.전화,,강원도 인제군 인제읍 비봉로44번길 113,,강원도 인제군청,033-460-2281,38.0579851,128.1654957,2020/07/21,"4330000",강원도 인제군
상남생활체육공원 다목적체육관,게이트볼장,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"350","770",,방문.전화,,강원도 인제군 상남면 구름울길 48,,강원도 인제군청,033-460-2361,37.8701285,128.2647862,2020/07/21,"4330000",강원도 인제군
상남생활체육공원 게이트볼장,게이트볼장,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"200","600",,방문.전화,,강원도 인제군 상남면 구름울길 48,,강원도 인제군청,033-460-2361,37.8701285,128.2647862,2020/07/21,"4330000",강원도 인제군
상남생활체육공원 운동장,풋살장,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"360","7140",,방문.전화,,강원도 인제군 상남면 구름울길 48,,강원도 인제군청,033-460-2361,37.8701285,128.2647862,2020/07/21,"4330000",강원도 인제군
서화게이트볼장,게이트볼장,다목적경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"300","600",,방문.전화,,강원도 인제군 서화면 천도로 83,,강원도 인제군청,033-460-2351,38.220309,128.2070291,2020/07/21,"4330000",강원도 인제군
서화생활체육공원 농구장,농구장,농구장,연중무휴,9:00,22:00,9:00,22:00,Y,"200","600",,방문.전화,,강원도 인제군 서화면 천도로 112,,강원도 인제군청,033-460-2351,38.2210699,128.2097745,2020/07/21,"4330000",강원도 인제군
서화생활체육공원 풋살구장,풋살장,풋살경기장,연중무휴,9:00,22:00,9:00,22:00,Y,"100","1376",,방문.전화,,강원도 인제군 서화면 천도로 112,,강원도 인제군청,033-460-2351,38.2210699,128.2097745,2020/07/21,"4330000",강원도 인제군
선암호수공원축구장(평일),선암호수공원축구장,축구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 선암호수길 104,울산광역시 남구 선암동 476-2,울산광역시 남구도시관리공단,052-256-6476,35.516877,129.322488,2021/03/23,"6310000",울산광역시
선암호수공원축구장(주말),선암호수공원축구장,축구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 선암호수길 104,울산광역시 남구 선암동 476-2,울산광역시 남구도시관리공단,052-256-6476,35.516877,129.322488,2021/03/23,"6310000",울산광역시
성암공원야구장(평일),성암공원야구장,야구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,,울산광역시 남구 용연동 600,울산광역시 남구도시관리공단,052-256-6473,35.476138,129.355151,2021/03/23,"6310000",울산광역시
성암공원야구장(주말),성암공원야구장,야구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,,울산광역시 남구 용연동 600,울산광역시 남구도시관리공단,052-256-6473,35.476138,129.355151,2021/03/23,"6310000",울산광역시
장생포야구장(평일),장생포야구장,야구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,052-226-0962,35.502939,129.381842,2021/03/23,"6310000",울산광역시
장생포야구장(주말),장생포야구장,야구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,052-226-0962,35.502939,129.381842,2021/03/23,"6310000",울산광역시
남산족구장,남산족구장,족구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 은월로 74-21,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,052-256-6386,35.539991,129.296185,2021/03/23,"6310000",울산광역시
문수국제양궁족구장,문수국제양궁족구장,족구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 남부순환도로 209,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,052-256-6384,35.531177,129.271903,2021/03/23,"6310000",울산광역시
야음테니스장족구장,야음테니스장족구장,족구장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 화합로 31번길 66,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,052-227-2834,35.527909,129.336752,2021/03/23,"6310000",울산광역시
효문다목적구장,효문다목적구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,"260","1211",다목적구장,인터넷,,북구 연암17길 20-1,울산광역시 북구 연암동 261-44,울산광역시 북구시설관리공단,052-255-5545,35.580095,129.378191,2021/03/23,"6310000",울산광역시
가람공원 풋살구장,가람공원 풋살구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,18:00,6:00,18:00,Y,"140","684",다목적구장,인터넷,,울산광역시 북구 송내1길 15,울산광역시 북구 화봉동 1471-4,울산광역시 북구시설관리공단,052-255-5545,35.589093,129.364558,2021/03/23,"6310000",울산광역시
여량면 풋살장,체육시설,풋살경기장,연중무휴,9:00,18:00,9:00,18:00,N,"50","8288",,"방문예약, 전화예약",,강원도 정선군 여량면 고양로 60,강원도 정선군 여량면 여량리 390-1,강원도 정선군청,033-560-2666,37.4663341,128.7236889,2020/07/02,"4290000",강원도 정선군
기장군국민체육센터실내체육관,기장군국민체육센터,체육관,"매주 월요일/신정,명절연휴",9:00,22:00,9:00,19:00,Y,,"897.72",샤워실 탈의실 사물함,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광면 체육공원1로 29,,기장군청,051-792-4770,35.30497463,129.24285,2021/05/21,"3400000",부산광역시 기장군
월드컵빌리지 풋살장,월드컵빌리지,풋살경기장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"140066",,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광면 체육공원1로 29,,기장군청,051-792-4780,35.30497463,129.24285,2021/05/21,"3400000",부산광역시 기장군
월드컵빌리지 축구장 인조,월드컵빌리지,축구장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"140066",,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광면 체육공원1로 29,,기장군청,051-792-4780,35.30497463,129.24285,2021/05/21,"3400000",부산광역시 기장군
월드컵빌리지 축구장 천연,월드컵빌리지,축구장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"140066",,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광면 체육공원1로 29,,기장군청,051-792-4780,35.30497463,129.24285,2021/05/21,"3400000",부산광역시 기장군
월드컵빌리지 테니스장,월드컵빌리지,테니스장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"140066",,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광면 체육공원1로 29,,기장군청,051-792-4780,35.30497463,129.24285,2021/05/21,"3400000",부산광역시 기장군
철마체육시설 축구장,철마체육시설,축구장,"신정,명절연휴",9:00,18:00,9:00,18:00,Y,,"22226",,공단 통합예약시스템에서 예약,,부산광역시 기장군 철마면 철마로 543,,기장군청,051-792-4820,35.27261529,129.1556788,2021/05/21,"3400000",부산광역시 기장군
철마체육시설 테니스장,철마체육시설,테니스장,"신정,명절연휴",9:00,18:00,9:00,18:00,Y,,"22226",,공단 통합예약시스템에서 예약,,부산광역시 기장군 철마면 철마로 543,,기장군청,051-792-4820,35.27261529,129.1556788,2021/05/21,"3400000",부산광역시 기장군
장안천야구장,장안천야구장,야구장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"15698",,공단 통합예약시스템에서 예약,,부산광역시 기장군 장안읍 고무로294,,기장군청,051-792-4810,35.33168819,129.2789973,2021/05/21,"3400000",부산광역시 기장군
기장현대차드림볼파크,기장현대차드림볼파크,야구장,"신정,명절연휴",9:00,22:00,9:00,22:00,Y,,"196515",,공단 통합예약시스템에서 예약,,부산광역시 기장군 장안읍 고무로294,,기장군청,051-792-4810,35.33168819,129.2789973,2021/05/21,"3400000",부산광역시 기장군
아시아드주경기장,부산종합운동장,다목적경기장,연중무휴,6:00,18:00,6:00,22:00,Y,,,,,,부산광역시 연제구 월드컵대로 344,,부산광역시 체육시설관리사업소,051-500-2123,35.18967585,129.0556053,2021/03/23,"6260000",부산광역시
아시아드보조경기장,부산종합운동장,다목적경기장,연중무휴,6:00,22:00,6:00,22:00,Y,,,,,,부산광역시 연제구 월드컵대로 344,,부산광역시 체육시설관리사업소,051-500-2123,35.18945817,129.0556877,2021/03/23,"6260000",부산광역시
실내체육관주경기장,실내체육관,체육관,연중무휴,6:00,18:00,6:00,22:00,Y,,,,,,부산광역시 동래구 사직로 55-32,,부산광역시 체육시설관리사업소,051-500-2121,35.192311,129.060682,2021/03/23,"6260000",부산광역시
실내체육관보조경기장,실내체육관,체육관,연중무휴,6:00,22:00,6:00,22:00,Y,,,,,,부산광역시 동래구 사직로 55-32,,부산광역시 체육시설관리사업소,051-500-2121,35.192311,129.060682,2021/03/23,"6260000",부산광역시
기장체육관주경기장,기장체육관,다목적경기장,연중무휴,6:00,22:00,6:00,22:00,Y,,,,,,부산광역시 기장군 기장읍 기장대로 650,,부산광역시 체육시설관리사업소,051-720-1211,35.25208099,129.223457,2021/03/23,"6260000",부산광역시
기장체육관보조경기장,기장체육관,다목적경기장,연중무휴,6:00,22:00,6:00,22:00,Y,,,,,,부산광역시 기장군 기장읍 기장대로 650,,부산광역시 체육시설관리사업소,051-720-1211,35.25208099,129.223457,2021/03/23,"6260000",부산광역시
두왕테니스장,두왕테니스장,테니스장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,일일입장+인터넷,,,울산광역시 남구 두왕동 430-7,울산광역시 남구도시관리공단,052-256-6309,35.498182,129.304227,2021/03/23,"6310000",울산광역시
남산레포츠공원,남산레포츠공원,다목적경기장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,일일입장+인터넷,,울산광역시 남구 은월로 74-21,울산광역시 남구 신정동 1628,울산광역시 남구도시관리공단,052-256-6386,35.539991,129.296185,2021/03/23,"6310000",울산광역시
문수양궁장(평일),문수국제양궁장,다목적경기장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트+음향,인터넷,,울산광역시 남구 남부순환도로 209,울산광역시 남구 옥동 848,울산광역시 남구도시관리공단,052-256-6384,35.531177,129.271903,2021/03/23,"6310000",울산광역시
문수양궁장(주말),문수국제양궁장,다목적경기장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트+음향,인터넷,,울산광역시 남구 남부순환도로 209,울산광역시 남구 옥동 848,울산광역시 남구도시관리공단,052-256-6384,35.531177,129.271903,2021/03/23,"6310000",울산광역시
진해공설운동장 야구장,진해공설운동장,야구장,연중무휴,9:00,18:00,9:00,18:00,Y,"600","14668",음향시설,인터넷/방문,http://www.cwsisul.or.kr/sub_sisul_main2.html?code=01_03&Radd=01_03,경상남도 창원시 진해구 충무로 43,경상남도 창원시 진해구 도만동 1,창원시설공단,055-712-0621,35.147856,128.655883,2020/12/02,B553892,창원시설공단
진해공설운동장 축구장,진해공설운동장,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,"5700","25720","음향시설,전광판",인터넷/방문,http://www.cwsisul.or.kr/sub_sisul_main2.html?code=01_03&Radd=01_03,경상남도 창원시 진해구 충무로 43,경상남도 창원시 진해구 도만동 1,창원시설공단,055-712-0621,35.147856,128.655883,2020/12/02,B553892,창원시설공단
문수국제양궁풋살장(주말),문수국제양궁장,풋살경기장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,인터넷,,울산광역시 남구 남부순환도로 209,울산광역시 남구 매암동 139-30,울산광역시 남구도시관리공단,052-256-6384,35.531177,129.271903,2021/03/23,"6310000",울산광역시
야음테니스장,야음테니스장,테니스장,매주 월요일+1월 1일+설·추석 당일,6:00,22:00,6:00,22:00,Y,,,야간라이트,일일입장+인터넷,,울산광역시 남구 화합로 31번길 66,울산광역시 남구 야음동 501-1,울산광역시 남구도시관리공단,052-227-2834,35.527909,129.336752,2021/03/23,"6310000",울산광역시
옥포테니스장,옥포테니스장,테니스장,무휴,5:00,23:00,5:00,23:00,Y,"100","3175",조명시설(조명탑4기),인터넷,http://www.geojesp.co.kr/_sub02/img/img_19.jpg,경상남도 거제시 옥포로 296-8,경상남도 거제시 옥포동 1285,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.9000401,128.6868432,2020/08/19,B552833,거제해양관광개발공사
양정테니스장,양정테니스장,테니스장,무휴,5:00,23:00,5:00,23:00,Y,"80","1172",,인터넷,http://www.geojesp.co.kr/_sub02/img/img_18.jpg,경상남도 거제시 중곡로 2길 12-1,경상남도 거제시 고현동 1084-13,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.893444,128.631662,2020/08/19,B552833,거제해양관광개발공사
거제국민체육센터,거제스포츠파크,다목적경기장,무휴,5:00,23:00,5:00,23:00,Y,"1000","2357","음향장비 1대, 영상장비 1대, 관람석 525석",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0902.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2020/08/19,B552833,거제해양관광개발공사
거제스포츠파크 주경기장,거제스포츠파크,다목적경기장,무휴,5:00,23:00,5:00,23:00,Y,"5000","14514","조명타워(560/300lux), 전광판, 스피커(500w 5개, 240w 2개)",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0201.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2020/08/19,B552833,거제해양관광개발공사
