야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
피플앤독느티캠핑장,야영장,36.6286368,126.8692124,충청남도 예산군 신양면 불원귀곡길 108,,041-331-3312,20,80,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
예당관광지국민여가캠핑장,자동차야영장,36.63661875,126.7980041,충청남도 예산군 응봉면 예당관광로 123,,041-339-8282,27,108,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
예산군예당관광지야영장,야영장,36.63801252,126.7994317,충청남도 예산군 응봉면 예당관광로 161,,041-339-8282,9,50,상하수도시설+화장실+취사시설,소화기+확성기+안전게시물+대피공간+관리요원,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
수덕 캠핑장,야영장,36.67212982,126.647483,충청남도 예산군 덕산면 노곡길 15,,000-000-0000,29,90,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
깊이울 달빛 캠핑장,야영장,37.921397,127.1688188,경기도 포천시 신북면 깊이울로 204,경기도 포천시 신북면 심곡리 734-3,031-000-0000,19,76,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
채움 관광농원,야영장,38.06521137,127.3897588,경기도 포천시 이동면 화동로 2496-22,경기도 포천시 이동면 도평리 94,031-000-0000,11,44,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
메사 캠핑장,야영장,38.0779069,127.3876549,경기도 포천시 이동면 금강로 6145-45,경기도 포천시 이동면 도평리 498-4,031-000-0000,47,188,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
큰마당캠핑장,야영장,38.067805,127.382162,경기도 포천시 이동면 화동로2457번길 76-1,경기도 포천시 이동면 도평리 471,031-000-0000,14,56,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
테이스트캠프,야영장,38.063361,127.3892747,경기도 포천시 이동면 화동로 2498-1,경기도 포천시 이동면 도평리 102-1,031-000-0000,8,32,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
치유의 숲 야영장,야영장,37.92811877,127.1405398,경기도 포천시 신북면 탑신로 866-15,경기도 포천시 신북면 금동리 28-2,031-000-0000,10,40,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
각흘계곡캠핑장,야영장,38.1001099,127.392377,경기도 포천시 이동면 금강로 6439,경기도 포천시 이동면 도평리 산18-1,031-000-0000,35,140,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
홀스킹덤 팜스테이,야영장,37.78029256,127.2416194,경기도 포천시 내촌면 소리개길 108-13,경기도 포천시 내촌면 내리 91,031-000-0000,13,52,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
지니어스관광농원,야영장,38.047603,127.370879,경기도 포천시 이동면 여우고개로 588,경기도 포천시 이동면 장암리 650-14,031-000-0000,6,24,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
뉴힐링캠프,야영장,38.07536602,127.3888052,경기도 포천시 이동면 금강로 6135-19,경기도 포천시 이동면 도평리 490-4,031-000-0000,23,92,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
운산리 구라이골 캠핑장,야영장,38.058661,127.204862,,경기도 포천시 창수면 운산리 237-15,031-536-0008,23,92,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
깊이울관광농원(깊이울 캠핑장),야영장,37.92397372,127.1759219,경기도 포천시 신북면 깊이울로 139-8,경기도 포천시 신북면 심곡리 699,031-000-0000,7,28,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
아프리카예술박물관 캠핑장,야영장,37.775906,127.138878,경기도 포천시 소흘읍 광릉수목원로 967,경기도 포천시 소흘읍 무림리 41,031-543-3600,24,96,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
계곡과느티나무 캠핑장,야영장,38.01894917,127.3644961,경기도 포천시 이동면 화동로 1925-47,경기도 포천시 이동면 연곡리 935,031-000-0000,20,80,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
HJ글램핑,야영장,38.0785961,127.3895481,경기도 포천시 이동면 금강로 6169,경기도 포천시 이동면 도평리 512-4,031-000-0000,12,48,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
아쿠아마린 글램핑,야영장,38.04087,127.368413,경기도 포천시 성장로1289번길 204,경기도 포천시 이동면 도평리 333,031-000-0000,22,88,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
해오름 글램핑,야영장,37.77765678,127.1460526,경기도 포천시 소흘읍 광릉수목원로874번길 5,경기도 포천시 소흘읍 이곡리 479-8,031-000-0000,9,36,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
하늘숲 글램핑,야영장,37.77799164,127.1462939,경기도 포천시 소흘읍 광릉수목원로874번길 9,경기도 포천시 소흘읍 이곡리 464-8,031-000-0000,5,20,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
소나무농원 캠핑장,자동차야영장,37.99529664,127.1571664,경기도 포천시 창수면 포천로2811번길 152-70,경기도 포천시 창수면 추동리 825-3,031-000-0000,11,44,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
알프스농원 캠핑장,자동차야영장,37.99435165,127.1550651,경기도 포천시 창수면 포천로2811번길 180-20,경기도 포천시 창수면 추동리 821-10,031-000-0000,26,104,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
꿈꾸는캠핑장,야영장,35.29269051,127.3661304,전라남도 곡성군 고달면 고산로 325,전라남도 곡성군 고달면 고달리 856,061-360-8729,52,250,전기시설+상하수도시설+샤워실,소화기+대피공간,061-360-8360,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군
좋은세상리조트,야영장,35.1828429,127.3574382,전라남도 곡성군 죽곡면 대황강로 1397-45,전라남도 곡성군 죽곡면 용정리 219,061-362-5555,26,130,전기시설+상하수도시설+샤워실,소화기+대피공간,061-360-8360,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군
섬진강문화학교 캠핑장,야영장,35.148348,127.360315,전라남도 곡성군 죽곡면 태안로 793,전라남도 곡성군 죽곡면 동계리 269,061-362-0313,24,50,전기시설+상하수도시설+샤워실,소화기+대피공간,061-360-8360,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군
자연애 품 캠핑장,야영장,35.30250005,127.1442931,전라남도 곡성군 옥과면 배감길 16-19,전라남도 곡성군 옥과면 주산리 608-2,061-363-7227,9,200,전기시설+상하수도시설+샤워실,소화기+대피공간,061-360-8360,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군
속리산사내리캠핑장,야영장,36.530788,127.824829,충청북도 보은군 속리산면 법주사로 248-46,충청북도 보은군 속리산면 사내리 270-2,043-544-5453,80,300,매점,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
정이품송캠핑장,야영장,36.47179432,127.7917574,충청북도 보은군 장안면 개안길 107,충청북도 보은군 장안면 개안리 147-1,070-7783-3977,18,72,-,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
어라운드빌리지,야영장,36.44595292,127.75338,충청북도 보은군 탄부면 사직 1길 34,충청북도 보은군 탄부면 사직리 151-3,070-8650-6375,45,80,매점,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
사나래캠핑장,야영장,36.5739872,127.7712327,충청북도 보은군 산외면 속리산로 1770,충청북도 보은군 산외면 장갑리 318,000-000-0000,40,160,매점,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
속리산알프스야영장,야영장,36.57436508,127.7790838,충청북도 보은군 산외면 속리산로 1842-12,충청북도 보은군 산외면 장갑리 11-2,000-000-0000,10,40,-,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
보은글램핑,야영장,36.52533459,127.7859832,충청북도 보은군 속리산면 속리산로 1029-13,충청북도 보은군 속리산면 중판리 171-2,000-000-0000,12,48,-,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
키즈드림캠핑장,야영장,36.5441339,127.6536035,충청북도 보은군 내북면 남부로 5825-6,충청북도 보은군 내북면 상궁리 46-2,043-544-0007,40,160,매점,대피로 및 대피시설,043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
우리 캠핑장,야영장,38.0885464,127.3916131,경기도 포천시 이동면 금강로 6280,경기도 포천시 이동면 도평리 540-1,031-535-7614,10,40,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
산정호수글램핑,야영장,38.08946535,127.3214062,경기도 포천시 영북면 산정호수로 1012-30,경기도 포천시 영북면 산정리 353-8,031-000-0000,6,24,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
각흘봉관광농원(GTF힐링파크),야영장,38.10808192,127.3968185,경기도 포천시 이동면 금강로 6531,경기도 포천시 이동면 도평리 572-3,031-536-8868,12,48,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
백운계곡캠핑장,야영장,38.051584,127.3844252,경기도 포천시 이동면 화동로 2318-64,경기도 포천시 이동면 도평리 271-3,031-000-0000,29,116,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
소도캠핑장,야영장,37.95693287,127.3341863,경기도 포천시 일동면 무리울길 28-28,경기도 포천시 일동면 화대리 99,031-000-0000,31,124,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
달빛글램핑장,야영장,37.96504214,127.3376643,경기도 포천시 일동면 사기막길 67-6,경기도 포천시 일동면 화대리 167-2,031-000-0000,11,44,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
파인벨리팬션 캠핑장,야영장,37.87508133,127.2755267,경기도 포천시 화현면 봉화로 315-78,경기도 포천시 화현면 명덕리 194-12,031-000-0000,6,24,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
송가네 오가리캠핑장,야영장,38.0230681,127.165403,경기도 포천시 창수면 전영로1023번길 115,경기도 포천시 창수면 오가리 811,031-000-0000,7,28,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
메가관광농원,야영장,37.99556219,127.3155359,경기도 포천시 일동면 수입로 342-1,경기도 포천시 일동면 수입리 700-6,031-000-0000,14,56,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
상아골계곡오토캠핑장,야영장,37.94436897,127.1271007,경기도 포천시 신북면 탑신로 1148,경기도 포천시 신북면 금동리 247-1,031-000-0000,16,64,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
자연밸리 관광농원,야영장,38.10852774,127.2524021,경기도 포천시 관인면 뗏마루길 251-9,경기도 포천시 관인면 사정리 38,031-000-0000,17,68,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
베어스캠프,야영장,37.82892589,127.2715565,경기도 포천시 내촌면 금강로3046번길 106,경기도 포천시 내촌면 신팔리 338-6,031-000-0000,58,232,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
푸른산수목원,야영장,38.0691459,127.3108621,경기도 포천시 영북면 산정호수로 359-30,경기도 포천시 영북면 산정리 511,031-531-7100,14,56,"화장실, 샤워실, 매점",소화기,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
